Id,Suburb,Value,Date,NumberOfBedrooms,Type
8558,Concord,2061,16/08/2024,3,house
8559,Minto,2043,26/04/2024,3,house
8560,Chippendale,502,27/01/2023,2,unit
8561,Airds,2250,31/08/2024,2,house
8562,South Turramurra,2080,16/01/2023,2,house
8563,Eastern Creek,1313,20/06/2024,3,unit
8564,Werrington County,552,18/08/2024,3,unit
8565,Wisemans Ferry,844,02/06/2023,4,house
8566,Dolans Bay,1444,27/05/2024,2,house
8567,Bellevue Hill,1174,27/10/2024,3,house
8568,Bondi Junction,1119,12/11/2023,4,house
8569,Casula,1666,01/07/2024,1,house
8570,Canada Bay,1352,19/06/2023,3,unit
8571,Dundas Valley,1768,08/06/2024,4,house
8572,Oyster Bay,1366,07/06/2024,3,house
8573,Darlington,1350,29/08/2023,4,unit
8574,Artarmon,2013,03/06/2023,2,house
8575,East Ryde,1281,21/04/2024,3,unit
8576,Dulwich Hill,918,14/04/2024,1,house
8577,Warwick Farm,1379,07/11/2023,2,unit
8578,Wallacia,1192,30/10/2023,5,unit
8579,Harris Park,1701,12/10/2023,4,house
8580,Great Mackerel Beach,1371,10/03/2023,3,unit
8581,Peakhurst Heights,1285,25/10/2023,4,unit
8582,Hassall Grove,2005,30/01/2024,2,house
8583,Blairmount,1409,25/04/2024,3,unit
8584,Singletons Mill,1887,26/07/2024,4,house
8585,Oakville,1355,25/03/2024,3,unit
8586,Rooty Hill,1780,19/11/2023,4,house
8587,Alexandria,1698,01/10/2024,4,house
8588,Hillsdale,2017,25/02/2023,1,house
8589,Linley Point,815,28/03/2023,3,unit
8590,Westleigh,1357,21/03/2024,5,unit
8591,Castle Hill,1386,12/11/2023,2,unit
8592,Burwood,908,18/03/2024,3,unit
8593,Riverview,1034,16/01/2023,4,unit
8594,Bass Hill,648,10/11/2023,1,unit
8595,Kyeemagh,1506,21/02/2023,2,house
8596,Greenwich,1220,01/04/2023,1,unit
8597,Orchard Hills,1510,21/01/2023,2,house
8598,Pitt Town,893,31/07/2024,1,unit
8599,Eschol Park,1111,22/06/2023,4,unit
8600,Bungarribee,2196,13/06/2023,3,house
8601,Camellia,1120,26/04/2024,3,unit
8602,West Ryde,1226,26/09/2024,4,unit
8603,Abbotsford,1480,28/03/2024,3,unit
8604,Elanora Heights,903,24/04/2023,1,unit
8605,Wolli Creek,1756,21/03/2024,3,house
8606,Surry Hills,1395,07/01/2024,3,house
8607,Enmore,1459,06/07/2024,5,unit
8608,Mulgoa,915,01/10/2024,1,unit
8609,Kings Park,1323,30/07/2023,4,house
8610,Sydenham,861,02/07/2023,4,house
8611,Stanhope Gardens,1740,14/05/2023,3,house
8612,Auburn,883,02/07/2023,2,house
8613,Berowra Heights,1929,10/12/2023,4,house
8614,Strathfield South,2205,07/09/2024,3,house
8615,Dawes Point,1122,01/05/2024,2,unit
8616,Londonderry,969,01/02/2024,4,unit
8617,Kogarah,1101,28/03/2023,4,unit
8618,Woronora,1926,18/06/2024,3,house
8619,Telopea,1060,23/03/2023,5,house
8620,Currans Hill,685,24/08/2024,3,unit
8621,Llandilo,958,13/01/2023,1,unit
8622,Bellevue Hill,856,26/02/2023,5,house
8623,Camellia,1482,14/12/2023,3,house
8624,Milsons Point,2151,10/06/2023,4,house
8625,Waterloo,1207,19/10/2024,3,house
8626,Kenthurst,1594,08/10/2024,5,house
8627,Lidcombe,2166,30/01/2023,1,house
8628,Glen Alpine,1336,01/02/2024,3,unit
8629,Freshwater,1479,01/07/2024,3,unit
8630,Killara,1220,02/03/2023,3,unit
8631,Berowra Creek,529,24/04/2023,3,unit
8632,Maroubra,646,22/06/2024,3,unit
8633,Bondi Beach,1665,23/08/2024,5,house
8634,Oyster Bay,1084,29/03/2024,2,house
8635,Phillip Bay,873,03/04/2023,5,house
8636,Pymble,1200,04/08/2023,1,house
8637,Gymea,566,20/04/2023,2,unit
8638,Beaconsfield,1232,23/03/2023,2,unit
8639,Rooty Hill,718,23/09/2024,4,unit
8640,Dawes Point,1477,26/06/2023,3,unit
8641,Marayong,1428,30/07/2024,2,house
8642,Longueville,759,06/10/2024,2,unit
8643,Marsfield,933,23/07/2024,1,house
8644,Plumpton,1975,24/09/2023,2,house
8645,Stanhope Gardens,1323,09/09/2024,2,house
8646,Summer Hill,1164,23/10/2024,1,house
8647,Naremburn,2071,23/04/2023,4,house
8648,Stanmore,940,03/03/2023,1,house
8649,Willoughby,652,17/10/2024,2,unit
8650,Kings Park,1879,12/07/2023,1,house
8651,Glenfield,1255,22/02/2023,1,house
8652,Campsie,1489,26/03/2024,1,house
8653,Whale Beach,984,19/12/2023,3,house
8654,Edensor Park,1306,20/07/2023,3,house
8655,North Curl Curl,830,19/10/2024,2,unit
8656,Pyrmont,1968,19/12/2023,4,house
8657,Canada Bay,1140,05/12/2023,4,unit
8658,Port Hacking,930,25/08/2024,3,unit
8659,Liverpool,1264,24/09/2024,4,house
8660,Moorebank,1225,05/05/2024,2,house
8661,Oatlands,925,31/01/2024,3,house
8662,Point Piper,669,19/01/2024,2,unit
8663,Lidcombe,876,19/01/2024,3,unit
8664,Edensor Park,1269,09/09/2024,2,unit
8665,Miller,811,13/09/2023,4,house
8666,Westleigh,2062,29/11/2023,2,house
8667,Werrington County,1015,03/06/2023,2,unit
8668,Sackville North,1323,05/01/2024,4,house
8669,Galston,1588,13/09/2024,2,house
8670,Airds,878,30/09/2024,1,unit
8671,St Andrews,762,17/03/2024,3,house
8672,Northbridge,1192,15/05/2023,1,house
8673,Cherrybrook,1040,12/06/2023,3,unit
8674,Elanora Heights,1220,06/01/2024,4,unit
8675,Mascot,1015,21/11/2023,5,unit
8676,Colebee,1264,12/07/2023,3,unit
8677,Killara,555,03/05/2024,3,unit
8678,Harris Park,1602,28/01/2024,2,house
8679,North Balgowlah,2058,24/03/2024,2,house
8680,Centennial Park,912,28/10/2024,2,house
8681,Ermington,576,25/11/2023,5,unit
8682,Regentville,755,29/05/2024,3,unit
8683,Wentworthville,1323,21/07/2024,2,unit
8684,Busby,1614,12/03/2024,1,house
8685,Caringbah,719,26/04/2023,3,unit
8686,Northbridge,637,09/03/2024,4,unit
8687,Rookwood,1762,02/03/2024,2,house
8688,Jordan Springs,1322,18/01/2023,4,unit
8689,Oakville,1606,28/09/2023,2,house
8690,Dawes Point,1567,16/05/2024,2,house
8691,Englorie Park,538,30/11/2023,5,unit
8692,Barden Ridge,1843,07/06/2023,5,house
8693,Woolwich,1122,22/02/2023,3,house
8694,Condell Park,804,03/06/2023,2,unit
8695,Lane Cove North,1947,29/08/2024,3,house
8696,Bungarribee,1827,28/10/2024,5,house
8697,Punchbowl,1482,19/09/2024,4,house
8698,Huntingwood,830,30/07/2024,3,unit
8699,Burwood Heights,1221,24/10/2023,4,house
8700,Hebersham,1594,03/09/2023,5,house
8701,Constitution Hill,928,11/02/2024,3,unit
8702,Galston,2191,25/01/2024,3,house
8703,Harris Park,1198,05/12/2023,5,unit
8704,South Maroota,1205,03/11/2023,4,unit
8705,Werrington County,690,16/02/2024,3,unit
8706,Vaucluse,1450,25/01/2023,1,house
8707,Sandy Point,1597,28/01/2024,4,house
8708,Balgowlah Heights,897,10/11/2023,3,unit
8709,Malabar,1448,04/02/2023,2,unit
8710,Rozelle,886,30/03/2024,3,unit
8711,Pleasure Point,1119,03/01/2023,2,house
8712,Palm Beach,1309,28/08/2024,3,unit
8713,Milperra,1148,17/01/2023,1,unit
8714,Eastwood,927,30/04/2023,3,house
8715,Green Valley,1893,08/01/2023,5,house
8716,Carlingford,1864,19/08/2023,3,house
8717,Blair Athol,986,20/06/2024,4,unit
8718,Acacia Gardens,2115,09/11/2023,1,house
8719,Normanhurst,833,22/05/2024,3,unit
8720,Revesby Heights,2163,20/07/2024,3,house
8721,Plumpton,1360,20/10/2024,3,unit
8722,Dundas,1318,06/12/2023,3,house
8723,Woolloomooloo,1441,02/07/2023,3,house
8724,Arcadia,906,18/09/2024,2,house
8725,Greendale,1764,01/03/2024,2,house
8726,Normanhurst,2107,23/08/2023,2,house
8727,Sutherland,758,12/06/2024,2,unit
8728,Ryde,902,02/11/2023,4,unit
8729,Como,782,09/07/2023,4,unit
8730,Dawes Point,1209,03/08/2023,1,unit
8731,Lane Cove North,517,06/06/2024,2,unit
8732,Silverwater,645,27/01/2024,2,unit
8733,Rosebery,815,20/06/2024,2,unit
8734,Doonside,887,24/04/2023,4,unit
8735,Georges Hall,1021,25/03/2024,5,unit
8736,Stanhope Gardens,1435,06/10/2024,3,house
8737,North Parramatta,659,01/05/2024,2,unit
8738,Clareville,1393,26/04/2023,4,unit
8739,Ashcroft,903,22/08/2023,1,house
8740,Mount Colah,1812,27/02/2024,1,house
8741,Lewisham,1378,07/06/2024,5,unit
8742,Edensor Park,1179,26/09/2023,3,house
8743,Ashfield,1710,29/06/2024,3,house
8744,Arncliffe,1311,23/09/2024,4,unit
8745,Huntleys Point,820,09/03/2023,1,unit
8746,Barangaroo,1810,02/02/2024,1,house
8747,Rosehill,1355,06/01/2024,5,unit
8748,Regentville,1797,01/08/2023,5,house
8749,Paddington,1887,18/10/2024,3,house
8750,Rodd Point,1605,15/06/2024,3,house
8751,Wareemba,677,30/04/2024,3,unit
8752,Marrickville,2008,18/05/2024,3,house
8753,Moore Park,1259,23/05/2024,2,unit
8754,Oakville,999,31/03/2024,4,unit
8755,Riverstone,999,21/09/2024,1,house
8756,Badgerys Creek,1803,08/08/2023,4,house
8757,Westmead,610,04/02/2023,4,unit
8758,Wentworthville,1022,17/08/2024,2,unit
8759,Hebersham,968,04/07/2024,1,unit
8760,St Peters,753,22/03/2024,4,house
8761,Colebee,1129,08/06/2024,5,unit
8762,Berkshire Park,763,16/02/2024,3,unit
8763,Lethbridge Park,899,01/08/2024,4,unit
8764,Beverley Park,1980,24/08/2023,4,house
8765,West Hoxton,1256,28/02/2024,4,unit
8766,Ingleburn,2004,22/06/2024,3,house
8767,Auburn,1858,28/03/2024,3,house
8768,South Granville,1092,13/03/2023,5,unit
8769,Kellyville Ridge,1102,01/08/2024,3,house
8770,Bundeena,903,11/05/2024,4,unit
8771,Elizabeth Bay,511,14/10/2024,5,unit
8772,Dolans Bay,1418,17/01/2024,1,unit
8773,Epping,1212,28/02/2023,5,unit
8774,Naremburn,835,25/07/2024,3,house
8775,Canterbury,1788,07/04/2023,1,house
8776,Five Dock,616,30/05/2023,5,unit
8777,Yagoona,817,17/03/2024,1,unit
8778,Claremont Meadows,1591,26/03/2024,5,house
8779,Vaucluse,1168,13/05/2023,1,house
8780,Plumpton,786,04/08/2024,2,house
8781,Canley Heights,1699,29/01/2023,5,house
8782,Turrella,680,07/12/2023,4,unit
8783,Ultimo,996,04/11/2023,2,house
8784,Ku-ring-gai Chase,824,20/11/2023,4,unit
8785,Bayview,1279,20/11/2023,4,unit
8786,Freshwater,1204,11/07/2024,1,unit
8787,Glenwood,1815,27/05/2024,5,house
8788,St Ives Chase,1386,04/09/2024,2,house
8789,Sandringham,870,15/09/2023,1,unit
8790,Mount Annan,1822,03/03/2023,4,house
8791,Warrawee,1196,15/02/2024,4,unit
8792,Coasters Retreat,525,08/11/2023,4,unit
8793,North Wahroonga,1696,23/09/2023,1,house
8794,West Pennant Hills,1242,15/02/2023,2,unit
8795,Singletons Mill,1060,08/01/2024,3,house
8796,North Bondi,990,07/10/2023,4,unit
8797,Haymarket,637,15/12/2023,4,unit
8798,Breakfast Point,750,21/06/2024,2,unit
8799,Wetherill Park,2076,20/09/2024,2,house
8800,Milsons Passage,1098,24/08/2024,2,house
8801,St Clair,1624,05/01/2024,5,house
8802,Birchgrove,1477,12/11/2023,5,unit
8803,McGraths Hill,1096,22/06/2023,4,unit
8804,Newport,674,26/06/2024,3,unit
8805,Kingsgrove,637,03/05/2024,3,unit
8806,Kogarah,1635,20/11/2023,3,house
8807,Kings Park,1061,04/06/2023,4,unit
8808,Frenchs Forest,1510,01/12/2023,3,house
8809,North Narrabeen,2094,02/08/2023,4,house
8810,Ku-ring-gai Chase,1349,05/01/2023,1,unit
8811,Normanhurst,871,04/09/2024,1,unit
8812,Marrickville,2013,03/08/2024,2,house
8813,Burraneer,1633,08/06/2024,3,house
8814,Thornleigh,1416,25/07/2024,1,house
8815,Hoxton Park,1770,08/02/2024,5,house
8816,Alfords Point,587,18/10/2024,3,unit
8817,Voyager Point,857,17/07/2023,2,unit
8818,Lucas Heights,1059,26/07/2023,3,unit
8819,Narellan Vale,2197,16/09/2024,2,house
8820,Kenthurst,642,16/04/2024,2,unit
8821,Kellyville,1258,28/09/2023,1,unit
8822,North Parramatta,1279,06/03/2023,3,unit
8823,Heckenberg,813,25/07/2024,4,unit
8824,Wahroonga,733,22/09/2023,3,unit
8825,Mulgrave,2095,09/03/2024,4,house
8826,Wallacia,1524,08/12/2023,2,house
8827,Busby,728,23/08/2023,2,unit
8828,Claremont Meadows,639,29/04/2024,5,unit
8829,Clontarf,560,29/04/2023,2,unit
8830,Badgerys Creek,1635,21/09/2024,2,house
8831,Annandale,1164,17/04/2024,3,unit
8832,Henley,832,03/08/2024,1,unit
8833,North Curl Curl,1033,06/05/2023,1,unit
8834,Elvina Bay,852,19/01/2024,3,house
8835,Rhodes,666,25/11/2023,1,unit
8836,Cremorne,738,16/06/2024,5,unit
8837,Point Piper,1459,07/02/2023,2,unit
8838,Bilgola Beach,623,17/11/2023,2,unit
8839,Port Botany,898,22/03/2023,3,house
8840,Forest Lodge,781,18/10/2023,4,unit
8841,Lavender Bay,1035,08/05/2024,2,unit
8842,Ultimo,1699,04/03/2023,3,house
8843,Whalan,691,16/01/2023,5,unit
8844,Abbotsbury,578,12/10/2023,4,unit
8845,Kellyville,1010,14/10/2023,1,unit
8846,Pendle Hill,1725,03/02/2024,3,house
8847,Willoughby,1217,06/10/2023,4,unit
8848,Whale Beach,1088,28/08/2023,3,unit
8849,Varroville,2067,22/09/2024,2,house
8850,Birrong,1512,05/05/2023,4,house
8851,Mulgrave,1852,26/04/2024,1,house
8852,West Pymble,825,16/02/2024,5,unit
8853,Chiswick,1182,18/02/2023,2,unit
8854,Leumeah,1678,25/05/2024,2,house
8855,Smeaton Grange,1644,17/09/2023,3,house
8856,Agnes Banks,1309,21/07/2024,4,unit
8857,Croydon Park,1081,25/01/2024,2,unit
8858,Woollahra,1218,25/07/2024,4,unit
8859,Luddenham,999,29/03/2024,3,unit
8860,Bonnet Bay,1513,09/02/2024,2,house
8861,Roselands,2101,26/05/2023,2,house
8862,Burwood,1357,09/09/2024,5,unit
8863,Greenhills Beach,986,05/06/2024,3,unit
8864,Rushcutters Bay,1060,29/05/2023,3,house
8865,Campbelltown,2175,29/05/2023,1,house
8866,Barangaroo,963,06/07/2024,3,house
8867,Neutral Bay,2022,21/08/2023,2,house
8868,Wakeley,2023,20/02/2023,1,house
8869,Kemps Creek,1084,22/06/2024,2,house
8870,Prairiewood,798,19/12/2023,2,unit
8871,Kirkham,1372,22/07/2024,2,house
8872,Woodcroft,1256,20/03/2023,5,unit
8873,Crows Nest,1091,20/04/2023,2,unit
8874,Lane Cove North,1104,17/04/2023,3,house
8875,St Clair,545,24/07/2024,2,unit
8876,Punchbowl,1446,15/02/2024,5,unit
8877,Elvina Bay,1284,16/09/2024,2,house
8878,North St Marys,2184,16/10/2023,5,house
8879,Grays Point,873,15/01/2023,2,unit
8880,Terrey Hills,1039,16/06/2023,4,unit
8881,Narraweena,533,06/04/2024,4,unit
8882,Forestville,2145,30/08/2023,2,house
8883,Bondi Junction,965,26/03/2024,3,unit
8884,The Rocks,2182,14/03/2024,3,house
8885,Ultimo,2158,27/06/2023,4,house
8886,Blakehurst,1143,06/02/2023,4,unit
8887,Kangaroo Point,1153,11/01/2023,3,house
8888,Hassall Grove,594,23/07/2023,1,unit
8889,North Strathfield,2232,28/06/2023,4,house
8890,Carramar,730,20/07/2023,2,unit
8891,Moore Park,1141,14/11/2023,3,house
8892,Berrilee,1474,11/07/2023,3,house
8893,Richmond,1246,14/07/2023,3,unit
8894,Waverley,821,30/07/2023,2,unit
8895,Mays Hill,1428,03/09/2024,5,unit
8896,Voyager Point,1405,27/10/2024,4,unit
8897,Hinchinbrook,1186,29/05/2023,3,unit
8898,Kingswood,1451,02/07/2024,3,unit
8899,Holsworthy,1178,30/09/2023,5,unit
8900,Mount Vernon,1009,08/06/2023,4,unit
8901,Alfords Point,817,02/08/2023,1,house
8902,Wahroonga,1450,20/02/2024,2,unit
8903,Moorebank,568,16/02/2024,3,unit
8904,Whale Beach,1701,31/03/2023,1,house
8905,Glenmore Park,1383,18/09/2023,4,unit
8906,Huntingwood,760,03/03/2024,5,unit
8907,Minto Heights,646,08/04/2023,2,unit
8908,St Marys,979,23/06/2024,2,house
8909,Canoelands,1768,26/10/2023,4,house
8910,Windsor Downs,1405,06/07/2023,3,unit
8911,Little Bay,2194,17/03/2024,4,house
8912,Beaconsfield,713,14/05/2023,2,unit
8913,Balgowlah Heights,684,06/04/2023,1,unit
8914,Pitt Town,855,20/07/2023,5,house
8915,Minto,1119,03/07/2024,1,unit
8916,Austral,565,23/09/2024,2,unit
8917,Redfern,1626,18/01/2023,5,house
8918,Elizabeth Bay,634,03/09/2024,2,unit
8919,Eveleigh,1084,17/08/2023,1,unit
8920,Connells Point,1327,27/05/2024,5,house
8921,Lucas Heights,895,05/06/2023,1,unit
8922,Dawes Point,1158,31/07/2024,3,unit
8923,Merrylands,1594,02/11/2023,5,house
8924,Paddington,682,10/02/2024,4,unit
8925,Eastwood,934,06/12/2023,1,house
8926,Padstow,826,29/11/2023,1,unit
8927,Concord West,1186,09/08/2023,1,unit
8928,Dee Why,1396,02/08/2023,5,unit
8929,Catherine Field,1087,09/03/2023,4,house
8930,Cabramatta,1064,18/10/2024,3,unit
8931,Kentlyn,641,03/02/2023,4,unit
8932,Kingsgrove,829,13/12/2023,1,house
8933,Croydon Park,1426,30/10/2023,3,unit
8934,Fairfield East,760,28/09/2023,4,house
8935,Lucas Heights,1492,20/05/2024,1,house
8936,Claymore,1413,12/09/2023,3,unit
8937,Kingswood,1377,22/01/2024,4,unit
8938,Varroville,1035,07/09/2024,2,house
8939,Berala,1152,13/03/2024,5,house
8940,Kyle Bay,1192,05/04/2024,1,house
8941,Mount Pritchard,1243,22/06/2024,3,house
8942,Leumeah,1222,04/02/2023,4,unit
8943,Mount Pritchard,1393,24/12/2023,2,house
8944,Huntleys Point,1900,19/07/2023,4,house
8945,St Leonards,577,04/10/2024,4,unit
8946,Arndell Park,801,10/02/2024,1,house
8947,Sydenham,813,30/10/2023,4,house
8948,Scotland Island,828,25/12/2023,2,house
8949,La Perouse,1179,03/01/2024,5,unit
8950,Heckenberg,1112,21/07/2023,4,unit
8951,North St Marys,1015,24/04/2024,2,unit
8952,Turrella,1304,22/07/2024,2,unit
8953,Macquarie Links,1125,15/09/2023,2,house
8954,Colyton,859,21/01/2023,1,unit
8955,Berkshire Park,958,09/10/2024,3,unit
8956,Pemulwuy,1543,16/05/2024,2,house
8957,Bondi Junction,1926,03/03/2024,3,house
8958,Old Toongabbie,1294,31/12/2023,2,unit
8959,Crows Nest,694,10/08/2024,2,unit
8960,Ashfield,995,19/01/2024,1,unit
8961,Surry Hills,1385,25/07/2024,2,unit
8962,Glendenning,728,14/10/2023,5,unit
8963,Arncliffe,1210,12/10/2024,4,unit
8964,Wheeler Heights,1062,11/09/2023,3,unit
8965,Laughtondale,1725,04/01/2023,2,house
8966,Quakers Hill,1480,04/04/2023,3,unit
8967,Ku-ring-gai Chase,1180,01/01/2024,1,house
8968,Oatley,1818,10/10/2024,4,house
8969,East Lindfield,1420,26/05/2023,3,house
8970,Lane Cove,1190,02/09/2023,2,unit
8971,Strathfield South,1540,24/02/2023,1,house
8972,South Maroota,790,27/09/2024,1,house
8973,Cambridge Gardens,836,07/03/2023,3,unit
8974,Alfords Point,1116,17/04/2023,1,unit
8975,Erskineville,2044,11/12/2023,5,house
8976,Abbotsbury,1186,02/05/2023,2,unit
8977,Bradbury,1282,03/04/2024,5,house
8978,The Ponds,723,16/09/2024,4,unit
8979,Bangor,1479,02/08/2023,1,house
8980,Hornsby Heights,703,31/10/2023,5,unit
8981,Sefton,1378,21/02/2024,2,house
8982,Baulkham Hills,1243,22/05/2023,1,house
8983,Waverton,2068,08/11/2023,3,house
8984,Tamarama,2101,03/12/2023,5,house
8985,Pitt Town,1500,14/10/2024,2,house
8986,Northmead,820,16/05/2024,3,house
8987,Berowra Waters,577,13/09/2024,1,unit
8988,Homebush West,1076,18/12/2023,4,unit
8989,Middle Cove,1104,03/06/2023,4,house
8990,Cranebrook,1285,19/06/2023,5,house
8991,Maroubra,1044,18/08/2023,4,house
8992,Melrose Park,1947,27/01/2024,3,house
8993,Milperra,1260,08/10/2023,4,unit
8994,Crows Nest,2014,01/01/2023,1,house
8995,Yarrawarrah,948,13/04/2024,4,house
8996,Pennant Hills,1236,02/04/2023,5,unit
8997,Chifley,2083,05/04/2024,2,house
8998,Oxley Park,814,08/01/2023,1,unit
8999,Kings Park,1254,16/04/2024,4,unit
9000,Ruse,538,04/08/2024,3,unit
9001,Burraneer,1374,14/04/2023,5,unit
9002,Liverpool,2248,25/01/2023,2,house
9003,Birchgrove,1368,18/02/2024,4,unit
9004,Randwick,1017,31/12/2023,4,house
9005,Minto Heights,1380,15/08/2023,2,unit
9006,Denistone,1924,09/03/2024,1,house
9007,Fairfield,1801,22/10/2024,4,house
9008,Carnes Hill,1873,25/10/2024,1,house
9009,Connells Point,1086,12/05/2024,3,house
9010,Cammeray,1173,06/06/2024,4,unit
9011,Narellan,1771,08/10/2024,1,house
9012,Scotland Island,1128,11/04/2024,1,unit
9013,Whale Beach,1339,25/02/2023,3,house
9014,Menangle Park,502,10/09/2023,4,unit
9015,Macquarie Park,1063,31/10/2023,1,house
9016,Austral,1427,13/03/2023,5,unit
9017,Maraylya,672,02/04/2024,4,unit
9018,Dulwich Hill,2211,07/06/2024,4,house
9019,Caddens,1120,10/08/2024,2,unit
9020,Woolloomooloo,1468,26/10/2023,5,house
9021,Oran Park,731,28/08/2024,4,unit
9022,Beaumont Hills,2134,01/11/2023,4,house
9023,Beacon Hill,1447,20/11/2023,5,house
9024,Castle Hill,1249,02/08/2024,1,unit
9025,Parramatta,1708,21/10/2023,4,house
9026,Hillsdale,1369,14/04/2023,4,unit
9027,Gledswood Hills,1297,29/10/2023,2,unit
9028,Drummoyne,1093,11/06/2024,3,unit
9029,Leppington,871,27/03/2024,3,unit
9030,Cobbitty,1126,08/04/2024,4,unit
9031,Kentlyn,1582,26/07/2023,4,house
9032,Phillip Bay,1288,19/01/2024,4,unit
9033,Lalor Park,1608,02/09/2023,5,house
9034,Cobbitty,1207,22/03/2024,1,unit
9035,Leichhardt,1161,24/01/2024,1,house
9036,Birrong,1912,01/10/2023,5,house
9037,Mulgoa,1300,08/09/2023,4,house
9038,Colyton,753,03/10/2024,1,house
9039,Riverview,1065,13/06/2024,1,house
9040,Maroota,1468,24/01/2023,3,unit
9041,Summer Hill,1836,15/08/2023,5,house
9042,Berowra Creek,1256,15/07/2024,4,unit
9043,Cronulla,525,14/02/2023,3,unit
9044,Eastlakes,981,09/03/2024,5,house
9045,Granville,1732,22/08/2023,5,house
9046,Roseville Chase,1301,16/03/2024,3,unit
9047,Beverly Hills,1440,11/01/2024,3,house
9048,Birrong,556,08/09/2024,5,unit
9049,Canoelands,1196,04/10/2023,4,unit
9050,Dharruk,955,03/08/2023,2,house
9051,Hunters Hill,1210,05/11/2023,3,unit
9052,Gymea,777,21/02/2023,3,house
9053,Normanhurst,787,10/11/2023,3,house
9054,Maroubra,1996,02/10/2024,4,house
9055,Casula,574,14/11/2023,5,unit
9056,Regents Park,1445,17/01/2023,4,unit
9057,Kensington,1461,04/06/2024,3,unit
9058,Minchinbury,1408,24/03/2024,4,unit
9059,Willoughby,1785,06/01/2024,4,house
9060,Bilgola Plateau,1287,07/05/2023,3,house
9061,Narrabeen,1290,20/11/2023,2,house
9062,Berowra Heights,1174,25/09/2024,4,unit
9063,Manly Vale,587,04/02/2024,5,unit
9064,Raby,1066,14/04/2023,1,unit
9065,St Peters,1360,09/10/2024,2,house
9066,Henley,1998,05/06/2023,4,house
9067,Doonside,1846,01/08/2023,4,house
9068,Glenfield,1236,11/06/2024,3,house
9069,Waverton,626,07/03/2024,3,unit
9070,Darling Point,1033,10/10/2024,3,house
9071,Connells Point,1053,16/08/2024,4,unit
9072,Punchbowl,1178,15/06/2024,3,unit
9073,Newtown,1968,24/06/2023,5,house
9074,Maroota,2121,25/07/2024,2,house
9075,Five Dock,997,03/02/2024,3,house
9076,Tregear,1920,13/07/2023,2,house
9077,Kellyville,1284,21/01/2024,5,unit
9078,Laughtondale,1054,07/09/2024,2,unit
9079,Riverwood,506,19/12/2023,4,unit
9080,Doonside,997,23/04/2024,2,house
9081,Lansvale,2134,26/03/2024,2,house
9082,Coasters Retreat,1245,08/10/2024,4,unit
9083,Henley,1241,07/06/2024,4,unit
9084,Lansvale,728,01/04/2023,3,unit
9085,Northwood,554,30/09/2023,2,unit
9086,Middle Cove,1362,27/09/2023,2,unit
9087,Caringbah South,1049,16/04/2024,3,unit
9088,Whalan,720,26/12/2023,4,unit
9089,Bundeena,1522,11/01/2023,3,house
9090,Leichhardt,509,04/07/2024,4,unit
9091,Gymea,2238,18/09/2024,5,house
9092,Roselands,1211,15/07/2023,3,unit
9093,Eastgardens,1132,30/05/2024,4,unit
9094,Milsons Point,1809,28/02/2024,4,house
9095,Hornsby Heights,1457,19/09/2024,3,unit
9096,Bringelly,1912,01/04/2023,4,house
9097,Colyton,1413,11/05/2023,1,house
9098,St Marys,946,21/09/2023,4,unit
9099,La Perouse,1908,27/03/2023,2,house
9100,Sefton,1245,17/03/2023,2,house
9101,Spring Farm,1467,10/10/2023,2,house
9102,Loftus,1534,26/11/2023,1,house
9103,Tempe,1950,03/06/2024,1,house
9104,East Lindfield,1174,17/03/2023,3,unit
9105,Rose Bay,605,21/11/2023,4,unit
9106,Darling Point,1914,04/06/2024,3,house
9107,North Parramatta,2064,11/04/2023,2,house
9108,Kings Park,533,16/02/2023,3,unit
9109,Allawah,1981,29/05/2023,4,house
9110,Stanhope Gardens,1885,05/07/2024,3,house
